carat,cut,color,clarity,depth,table,price,x,y,z,volume,cut_rk,color_rk,clarity_rk
0.7,Good,H,VS2,64.2,58.0,2330,5.58,5.61,3.59,112.38,4,5,5
0.72,Good,G,VS2,59.7,60.5,2776,5.8,5.84,3.47,117.54,4,4,5
0.7,Good,H,VS2,63.9,59.0,2330,5.6,5.64,3.59,113.39,4,5,5
2.11,Ideal,I,VS2,60.3,61.0,16512,8.29,8.22,4.98,339.36,1,6,5
0.74,Good,H,VS2,57.5,57.0,2369,5.94,6.01,3.44,122.81,4,5,5
1.51,Premium,J,VS2,60.2,59.0,7553,7.36,7.35,4.43,239.65,2,7,5
0.91,Premium,J,VS2,61.6,58.0,3058,6.28,6.23,3.85,150.63,2,7,5
0.74,Good,G,VS2,64.2,53.0,2322,5.72,5.69,3.66,119.12,4,4,5
1.01,Good,G,VS2,63.9,54.0,5701,6.37,6.31,4.05,162.79,4,4,5
1.2,Ideal,H,VS2,63.0,56.0,5833,6.74,6.65,4.22,189.14,1,5,5
0.7,Fair,J,VS2,64.6,58.0,1672,5.58,5.56,3.6,111.69,5,7,5
1.51,Ideal,J,VS2,61.1,57.0,8033,7.36,7.3,4.48,240.7,1,7,5
1.08,Ideal,H,VS2,62.1,56.0,5839,6.59,6.56,4.08,176.38,1,5,5
1.05,Ideal,H,VS2,61.7,57.0,5833,6.55,6.52,4.03,172.11,1,5,5
0.3,Good,H,VS2,63.5,58.0,473,4.24,4.27,2.7,48.88,4,5,5
0.32,Good,H,VS2,63.1,55.0,505,4.33,4.36,2.74,51.73,4,5,5
0.32,Very Good,G,VS2,63.1,57.0,720,4.35,4.3,2.73,51.06,3,4,5
0.4,Good,I,VS2,64.1,57.0,695,4.65,4.61,2.97,63.67,4,6,5
0.52,Ideal,I,VS2,61.9,55.0,1214,5.19,5.21,3.22,87.07,1,6,5
1.08,Ideal,H,VS2,61.9,54.0,5850,6.64,6.61,4.1,179.95,1,5,5
0.43,Good,I,VS2,58.0,57.0,696,4.96,5.01,2.89,71.82,4,6,5
0.52,Good,H,VS2,63.7,54.0,1385,5.12,5.09,3.25,84.7,4,5,5
1.51,Very Good,J,VS2,59.7,59.0,8735,7.51,7.47,4.47,250.77,3,7,5
0.31,Good,H,VS2,63.8,56.0,586,4.33,4.29,2.75,51.08,4,5,5
0.38,Ideal,H,VS2,62.2,54.0,703,4.64,4.68,2.9,62.97,1,5,5
0.4,Very Good,G,VS2,61.9,59.0,772,4.67,4.7,2.9,63.65,3,4,5
0.52,Good,H,VS2,63.6,57.0,1385,5.1,5.05,3.23,83.19,4,5,5
0.37,Good,H,VS2,63.1,55.0,584,4.59,4.63,2.91,61.84,4,5,5
0.79,Very Good,J,VS2,60.8,56.0,2300,5.98,6.02,3.65,131.4,3,7,5
0.39,Ideal,J,VS2,61.4,57.0,746,4.72,4.66,2.88,63.35,1,7,5
0.37,Good,H,VS2,63.7,55.0,584,4.54,4.56,2.9,60.04,4,5,5
0.31,Ideal,H,VS2,62.6,57.0,489,4.34,4.38,2.73,51.9,1,5,5
0.4,Ideal,H,VS2,62.4,56.0,704,4.69,4.73,2.94,65.22,1,5,5
2.14,Very Good,J,VS2,62.8,57.0,14065,8.27,8.16,5.16,348.21,3,7,5
1.14,Ideal,H,VS2,61.6,56.0,5831,6.68,6.72,4.13,185.39,1,5,5
2.16,Premium,I,VS2,58.7,60.0,18481,8.54,8.5,5.0,362.95,2,6,5
0.9,Premium,I,VS2,63.0,59.0,3292,6.1,6.06,3.83,141.58,2,6,5
0.9,Ideal,H,VS2,62.7,57.0,4072,6.13,6.15,3.85,145.14,1,5,5
1.51,Premium,J,VS2,59.6,60.0,7553,7.58,7.48,4.49,254.58,2,7,5
2.07,Ideal,I,VS2,60.3,59.0,17045,8.23,8.28,4.98,339.36,1,6,5
0.5,Ideal,I,VS2,62.5,55.0,1244,5.05,5.09,3.17,81.48,1,6,5
1.51,Premium,J,VS2,59.2,59.0,7553,7.53,7.47,4.44,249.75,2,7,5
1.53,Premium,J,VS2,62.9,59.0,7554,7.34,7.31,4.61,247.35,2,7,5
1.07,Ideal,H,VS2,62.0,57.0,5820,6.55,6.58,4.07,175.41,1,5,5
1.5,Premium,J,VS2,59.6,60.0,7503,7.38,7.31,4.38,236.29,2,7,5
1.3,Premium,I,VS2,60.3,60.0,5242,7.01,6.99,4.22,206.78,2,6,5
1.04,Ideal,H,VS2,60.7,56.0,5805,6.56,6.61,4.0,173.45,1,5,5
2.1,Very Good,J,VS2,61.3,59.0,14229,8.21,8.27,5.05,342.88,3,7,5
2.12,Premium,I,VS2,61.5,58.0,17254,8.3,8.26,5.09,348.96,2,6,5
1.01,Very Good,G,VS2,61.6,56.0,5839,6.4,6.46,3.96,163.72,3,4,5
0.71,Premium,I,VS2,59.7,60.0,1923,5.83,5.86,3.49,119.23,2,6,5
1.01,Ideal,H,VS2,61.7,56.0,5936,6.45,6.47,3.98,166.09,1,5,5
0.28,Ideal,I,VS2,62.4,56.0,503,4.19,4.22,2.62,46.33,1,6,5
2.0,Good,I,VS2,63.5,59.0,14889,7.93,7.98,5.05,319.57,4,6,5
1.5,Good,G,VS2,63.7,57.0,10669,7.29,7.25,4.63,244.71,4,4,5
1.14,Ideal,H,VS2,61.6,56.0,5937,6.72,6.68,4.13,185.39,1,5,5
1.14,Ideal,H,VS2,61.7,57.0,5937,6.73,6.68,4.14,186.12,1,5,5
1.27,Ideal,G,VS2,62.0,58.0,8915,6.89,6.95,4.29,205.43,1,4,5
0.54,Good,H,VS2,63.2,55.0,1338,5.2,5.24,3.3,89.92,4,5,5
2.06,Very Good,J,VS2,62.6,58.0,14119,8.05,8.08,5.05,328.47,3,7,5
1.24,Premium,J,VS2,61.4,59.0,5026,6.91,6.83,4.22,199.16,2,7,5
0.52,Very Good,J,VS2,60.7,56.0,1141,5.19,5.23,3.16,85.77,3,7,5
0.46,Ideal,J,VS2,61.4,56.0,746,4.96,5.0,3.06,75.89,1,7,5
0.38,Very Good,G,VS2,60.8,61.0,766,4.65,4.66,2.83,61.32,3,4,5
1.62,Good,H,VS2,61.5,60.8,12429,7.48,7.53,4.62,260.22,4,5,5
0.9,Ideal,H,VS2,62.6,57.0,4007,6.19,6.15,3.86,146.94,1,5,5
0.5,Good,J,VS2,63.2,60.0,965,5.01,5.06,3.18,80.61,4,7,5
1.5,Good,H,VS2,64.0,58.0,9620,7.14,7.17,4.58,234.47,4,5,5
1.01,Very Good,G,VS2,61.4,59.0,5944,6.42,6.48,3.96,164.74,3,4,5
1.34,Good,H,VS2,59.1,60.0,8109,7.15,7.19,4.24,217.97,4,5,5
0.57,Ideal,I,VS2,61.6,54.0,1258,5.35,5.4,3.31,95.63,1,6,5
0.8,Good,H,VS2,63.4,60.0,2845,5.92,5.82,3.72,128.17,4,5,5
1.22,Premium,I,VS2,60.6,58.0,6149,6.93,6.89,4.19,200.06,2,6,5
0.71,Very Good,G,VS2,63.1,54.0,2574,5.64,5.7,3.58,115.09,3,4,5
1.15,Good,H,VS2,63.1,56.0,5646,6.62,6.7,4.2,186.29,4,5,5
1.5,Good,H,VS2,64.3,60.0,8165,7.16,7.08,4.58,232.17,4,5,5
1.51,Good,G,VS2,64.2,54.0,11746,7.27,7.18,4.64,242.2,4,4,5
1.5,Good,H,VS2,63.9,59.0,8165,7.25,7.18,4.61,239.97,4,5,5
1.35,Ideal,J,VS2,61.8,54.0,6754,7.1,7.14,4.4,223.05,1,7,5
0.51,Ideal,I,VS2,60.5,58.0,1268,5.15,5.2,3.13,83.82,1,6,5
0.7,Good,H,VS2,59.1,65.0,2234,5.75,5.85,3.43,115.38,4,5,5
0.9,Ideal,H,VS2,62.5,53.0,4369,6.17,6.22,3.87,148.52,1,5,5
0.34,Very Good,G,VS2,63.1,57.0,765,4.47,4.43,2.81,55.64,3,4,5
1.3,Ideal,G,VS2,61.9,55.0,9060,7.01,7.04,4.35,214.67,1,4,5
1.5,Good,H,VS2,63.9,60.0,10692,7.17,7.22,4.6,238.13,4,5,5
0.7,Good,H,VS2,63.9,59.0,2351,5.64,5.6,3.59,113.39,4,5,5
1.51,Good,G,VS2,64.2,54.0,11640,7.18,7.27,4.64,242.2,4,4,5
1.34,Very Good,G,VS2,60.7,59.0,9127,7.04,7.07,4.28,213.03,3,4,5
2.07,Premium,I,VS2,61.2,58.0,18359,8.2,8.18,5.01,336.05,2,6,5
0.5,Good,J,VS2,57.7,60.0,963,5.28,5.26,3.04,84.43,4,7,5
0.78,Good,H,VS2,63.7,60.0,2440,5.77,5.73,3.66,121.01,4,5,5
0.54,Ideal,I,VS2,61.5,55.0,1259,5.25,5.29,3.24,89.98,1,6,5
0.71,Very Good,G,VS2,61.9,62.0,2671,5.69,5.72,3.53,114.89,3,4,5
0.54,Ideal,I,VS2,61.1,55.0,1259,5.27,5.31,3.23,90.39,1,6,5
1.22,Good,H,VS2,63.8,55.0,7201,6.77,6.71,4.3,195.33,4,5,5
1.0,Very Good,G,VS2,62.2,58.0,6743,6.35,6.39,3.96,160.68,3,4,5
1.7,Ideal,G,VS2,61.3,57.0,15941,7.67,7.6,4.68,272.81,1,4,5
1.34,Ideal,H,VS2,60.8,55.0,7999,7.18,7.12,4.35,222.38,1,5,5
1.83,Premium,G,VS2,60.5,59.0,18525,7.99,7.89,4.8,302.6,2,4,5
2.01,Premium,H,VS2,62.8,58.0,13342,7.99,7.9,4.99,314.97,2,5,5
0.75,Ideal,J,VS2,61.2,56.0,2104,5.86,5.9,3.6,124.47,1,7,5
1.6,Premium,H,VS2,62.1,60.0,11796,7.51,7.44,4.64,259.26,2,5,5
1.22,Ideal,J,VS2,61.0,55.0,6052,6.92,6.96,4.23,203.73,1,7,5
0.7,Fair,G,VS2,64.4,56.0,2657,5.64,5.57,3.61,113.41,5,4,5
1.2,Very Good,G,VS2,63.3,57.0,6580,6.69,6.64,4.22,187.46,3,4,5
0.5,Very Good,H,VS2,62.6,56.0,1349,4.99,5.11,3.16,80.58,3,5,5
0.55,Ideal,H,VS2,62.0,55.0,1664,5.31,5.28,3.28,91.96,1,5,5
0.31,Ideal,G,VS2,61.4,57.0,698,4.37,4.33,2.67,50.52,1,4,5
0.51,Ideal,I,VS2,60.6,57.0,1060,5.16,5.21,3.14,84.41,1,6,5
0.54,Ideal,I,VS2,61.9,56.0,1260,5.2,5.26,3.24,88.62,1,6,5
0.7,Ideal,H,VS2,61.4,54.0,2184,5.77,5.66,3.51,114.63,1,5,5
2.08,Premium,J,VS2,60.3,59.0,14933,8.29,8.23,4.98,339.77,2,7,5
0.7,Ideal,J,VS2,61.5,57.0,1971,5.7,5.74,3.52,115.17,1,7,5
0.42,Ideal,G,VS2,62.1,56.0,847,4.79,4.84,2.99,69.32,1,4,5
1.01,Premium,G,VS2,61.2,59.0,5131,6.43,6.37,3.92,160.56,2,4,5
1.29,Ideal,J,VS2,60.9,58.0,5646,7.05,7.0,4.28,211.22,1,7,5
1.51,Good,H,VS2,64.2,58.5,10763,7.16,7.22,4.62,238.83,4,5,5
0.7,Good,H,VS2,62.2,61.6,2428,5.63,5.66,3.51,111.85,4,5,5
0.66,Ideal,H,VS2,61.4,56.0,2178,5.62,5.65,3.46,109.87,1,5,5
0.54,Ideal,I,VS2,60.1,58.0,1266,5.28,5.34,3.19,89.94,1,6,5
0.71,Good,I,VS2,64.0,59.0,1840,5.61,5.55,3.57,111.15,4,6,5
1.2,Premium,H,VS2,60.6,58.0,6547,6.82,6.88,4.15,194.72,2,5,5
0.31,Ideal,G,VS2,61.7,57.0,698,4.36,4.33,2.68,50.6,1,4,5
0.34,Ideal,I,VS2,61.5,55.0,495,4.53,4.55,2.79,57.51,1,6,5
0.34,Ideal,I,VS2,61.1,55.0,495,4.51,4.55,2.77,56.84,1,6,5
1.01,Good,G,VS2,64.0,59.0,6109,6.27,6.33,4.03,159.95,4,4,5
0.32,Very Good,G,VS2,60.2,57.0,561,4.42,4.45,2.67,52.52,3,4,5
1.53,Ideal,J,VS2,61.4,58.0,7550,7.35,7.43,4.54,247.93,1,7,5
0.91,Ideal,H,VS2,63.0,56.0,3743,6.15,6.05,3.84,142.88,1,5,5
0.31,Ideal,G,VS2,62.3,56.0,698,4.34,4.29,2.69,50.08,1,4,5
0.31,Ideal,G,VS2,62.4,55.0,698,4.32,4.3,2.69,49.97,1,4,5
0.31,Ideal,G,VS2,62.9,57.0,698,4.34,4.31,2.72,50.88,1,4,5
1.09,Fair,J,VS2,64.6,58.0,3443,6.48,6.41,4.16,172.79,5,7,5
1.41,Good,H,VS2,63.8,60.0,9088,7.04,7.12,4.52,226.56,4,5,5
0.7,Good,H,VS2,64.2,58.0,2351,5.61,5.58,3.59,112.38,4,5,5
0.7,Good,H,VS2,59.1,65.0,2352,5.85,5.75,3.43,115.38,4,5,5
1.01,Good,G,VS2,63.9,54.0,5599,6.31,6.37,4.05,162.79,4,4,5
1.01,Very Good,G,VS2,63.1,57.0,5939,6.39,6.35,4.02,163.12,3,4,5
1.29,Ideal,G,VS2,62.5,57.0,8582,6.89,6.92,4.35,207.4,1,4,5
1.7,Premium,J,VS2,62.9,62.0,9225,7.47,7.38,4.67,257.45,2,7,5
2.0,Very Good,J,VS2,60.8,62.0,13043,8.09,8.12,4.93,323.86,3,7,5
0.72,Good,H,VS2,61.8,61.0,2497,5.68,5.75,3.53,115.29,4,5,5
1.07,Ideal,H,VS2,62.1,57.0,4458,6.53,6.49,4.04,171.21,1,5,5
0.81,Very Good,J,VS2,60.4,59.0,2283,6.04,6.11,3.67,135.44,3,7,5
0.38,Very Good,G,VS2,59.2,60.0,766,4.7,4.73,2.79,62.02,3,4,5
0.91,Very Good,J,VS2,62.6,55.0,3299,6.17,6.19,3.87,147.8,3,7,5
0.7,Good,H,VS2,63.8,60.0,2083,5.59,5.51,3.54,109.04,4,5,5
0.38,Very Good,G,VS2,60.1,61.0,766,4.63,4.66,2.79,60.2,3,4,5
1.01,Good,G,VS2,63.6,60.0,5599,6.3,6.35,4.02,160.82,4,4,5
1.0,Very Good,G,VS2,61.2,56.0,5939,6.47,6.38,3.93,162.22,3,4,5
0.77,Ideal,H,VS2,61.3,56.0,3996,5.91,5.94,3.63,127.43,1,5,5
1.01,Good,G,VS2,63.2,57.0,5599,6.3,6.35,4.0,160.02,4,4,5
0.32,Premium,H,VS2,62.7,58.0,471,4.33,4.35,2.72,51.23,2,5,5
1.5,Good,H,VS2,63.6,58.0,10478,7.27,7.22,4.61,241.98,4,5,5
2.2,Premium,I,VS2,62.0,57.0,18364,8.38,8.34,5.18,362.03,2,6,5
0.7,Good,G,VS2,63.8,55.0,2496,5.66,5.59,3.59,113.59,4,4,5
0.31,Ideal,G,VS2,62.0,57.0,698,4.37,4.34,2.7,51.21,1,4,5
0.57,Very Good,G,VS2,59.9,54.6,1633,5.43,5.46,3.26,96.65,3,4,5
0.7,Ideal,H,VS2,61.5,56.0,3038,5.71,5.73,3.52,115.17,1,5,5
0.7,Good,H,VS2,64.5,57.0,2137,5.53,5.57,3.58,110.27,4,5,5
1.23,Premium,I,VS2,59.3,59.0,6199,7.13,6.97,4.18,207.73,2,6,5
0.7,Good,H,VS2,64.1,58.0,2137,5.51,5.57,3.55,108.95,4,5,5
0.76,Ideal,H,VS2,61.4,57.0,3038,5.85,5.88,3.6,123.83,1,5,5
0.71,Good,I,VS2,64.2,58.0,2028,5.52,5.57,3.56,109.46,4,6,5
0.7,Good,H,VS2,61.4,56.0,2253,5.73,5.8,3.54,117.65,4,5,5
0.31,Ideal,G,VS2,63.0,54.0,698,4.37,4.33,2.74,51.85,1,4,5
0.51,Ideal,I,VS2,62.1,54.0,1131,5.12,5.16,3.19,84.28,1,6,5
1.27,Ideal,G,VS2,62.8,54.0,8705,6.92,6.87,4.33,205.85,1,4,5
0.31,Ideal,G,VS2,61.8,57.0,698,4.36,4.34,2.69,50.9,1,4,5
0.31,Ideal,G,VS2,62.4,54.0,698,4.39,4.36,2.73,52.25,1,4,5
0.31,Ideal,G,VS2,61.7,55.0,698,4.37,4.35,2.69,51.14,1,4,5
0.31,Ideal,G,VS2,61.6,54.0,698,4.41,4.39,2.71,52.47,1,4,5
0.31,Ideal,G,VS2,61.6,55.0,698,4.39,4.37,2.7,51.8,1,4,5
0.45,Ideal,J,VS2,61.4,55.0,672,4.94,4.97,3.04,74.64,1,7,5
0.31,Ideal,G,VS2,62.7,57.0,698,4.34,4.31,2.71,50.69,1,4,5
1.5,Good,H,VS2,63.9,60.0,10886,7.22,7.17,4.6,238.13,4,5,5
1.24,Good,H,VS2,58.3,58.0,7210,7.09,7.15,4.15,210.38,4,5,5
0.23,Very Good,G,VS2,62.8,53.0,369,3.91,3.93,2.46,37.8,3,4,5
1.0,Very Good,G,VS2,63.0,58.0,5940,6.33,6.4,4.01,162.45,3,4,5
2.08,Very Good,J,VS2,60.6,61.0,13732,8.24,8.34,5.02,344.98,3,7,5
1.51,Good,G,VS2,63.7,57.0,9741,7.21,7.18,4.58,237.1,4,4,5
0.31,Ideal,G,VS2,61.4,56.0,698,4.36,4.34,2.67,50.52,1,4,5
0.5,Ideal,H,VS2,62.3,58.0,1400,5.12,5.05,3.17,81.96,1,5,5
0.31,Ideal,H,VS2,61.2,56.0,507,4.36,4.4,2.68,51.41,1,5,5
0.31,Ideal,H,VS2,61.4,56.0,507,4.38,4.42,2.7,52.27,1,5,5
1.01,Very Good,G,VS2,62.8,58.0,5119,6.35,6.42,4.01,163.48,3,4,5
2.0,Good,H,VS2,57.3,59.0,14042,8.27,8.24,4.73,322.32,4,5,5
1.01,Very Good,G,VS2,62.7,61.0,5747,6.32,6.35,3.97,159.32,3,4,5
0.31,Ideal,H,VS2,62.1,53.8,502,4.33,4.37,2.7,51.09,1,5,5
0.3,Ideal,H,VS2,61.0,56.0,501,4.33,4.37,2.65,50.14,1,5,5
0.8,Very Good,G,VS2,61.1,57.0,2929,6.01,6.07,3.69,134.61,3,4,5
1.51,Premium,J,VS2,60.7,60.0,7357,7.43,7.36,4.49,245.53,2,7,5
0.9,Good,G,VS2,63.6,58.0,4269,6.08,6.12,3.88,144.37,4,4,5
1.43,Very Good,G,VS2,62.2,58.0,10419,7.15,7.18,4.46,228.96,3,4,5
1.79,Ideal,J,VS2,61.8,56.0,10658,7.74,7.85,4.82,292.86,1,7,5
0.91,Good,G,VS2,63.6,58.0,4257,6.1,6.14,3.89,145.7,4,4,5
1.2,Ideal,G,VS2,62.8,57.0,7243,6.78,6.72,4.24,193.18,1,4,5
0.3,Ideal,G,VS2,61.3,56.0,675,4.3,4.28,2.63,48.4,1,4,5
0.3,Ideal,G,VS2,63.0,56.0,675,4.3,4.27,2.7,49.57,1,4,5
1.07,Ideal,G,VS2,61.4,57.0,7275,6.56,6.63,4.05,176.15,1,4,5
0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,144.69,5,7,5
1.07,Ideal,G,VS2,61.9,55.0,7275,6.55,6.57,4.06,174.72,1,4,5
1.01,Very Good,G,VS2,63.2,55.0,5701,6.39,6.34,4.02,162.86,3,4,5
1.18,Ideal,I,VS2,62.3,55.6,6191,6.73,6.76,4.21,191.53,1,6,5
0.3,Ideal,G,VS2,62.3,56.0,675,4.3,4.27,2.67,49.02,1,4,5
0.3,Ideal,G,VS2,61.4,54.0,675,4.36,4.31,2.66,49.99,1,4,5
0.47,Good,G,VS2,60.1,60.3,1226,5.02,5.07,3.03,77.12,4,4,5
0.47,Ideal,I,VS2,62.1,54.0,884,4.99,5.03,3.11,78.06,1,6,5
1.12,Ideal,G,VS2,62.2,54.0,7193,6.65,6.7,4.15,184.9,1,4,5
0.3,Ideal,G,VS2,61.7,56.0,675,4.35,4.31,2.67,50.06,1,4,5
2.38,Very Good,J,VS2,62.6,59.0,16126,8.49,8.52,5.32,384.82,3,7,5
0.41,Good,J,VS2,63.4,56.0,611,4.7,4.73,2.99,66.47,4,7,5
2.33,Very Good,J,VS2,61.8,59.0,14801,8.41,8.56,5.24,377.23,3,7,5
0.74,Good,H,VS2,59.2,64.0,1989,5.79,5.66,3.4,111.42,4,5,5
1.01,Ideal,H,VS2,60.6,57.0,5317,6.54,6.49,3.95,167.66,1,5,5
0.52,Very Good,G,VS2,63.0,55.0,1369,5.13,5.16,3.24,85.77,3,4,5
0.57,Very Good,G,VS2,62.1,57.0,1608,5.27,5.3,3.28,91.61,3,4,5
1.04,Very Good,G,VS2,61.4,63.0,5451,6.55,6.51,4.01,170.99,3,4,5
0.48,Good,G,VS2,65.4,59.0,1088,4.79,4.88,3.16,73.87,4,4,5
0.83,Ideal,H,VS2,61.6,55.0,3171,6.04,6.08,3.73,136.98,1,5,5
1.11,Ideal,G,VS2,62.0,56.0,7608,6.65,6.62,4.12,181.37,1,4,5
0.94,Very Good,G,VS2,62.9,58.6,4488,6.1,6.25,3.89,148.31,3,4,5
1.5,Very Good,G,VS2,62.1,57.0,12156,7.21,7.31,4.51,237.7,3,4,5
0.73,Ideal,H,VS2,61.0,56.0,3164,5.83,5.88,3.57,122.38,1,5,5
0.73,Ideal,H,VS2,61.4,55.0,3164,5.79,5.82,3.56,119.96,1,5,5
0.3,Good,G,VS2,63.1,58.0,491,4.23,4.27,2.68,48.41,4,4,5
0.3,Ideal,G,VS2,62.5,53.0,675,4.3,4.27,2.68,49.21,1,4,5
0.57,Very Good,G,VS2,62.6,55.0,1608,5.26,5.31,3.31,92.45,3,4,5
1.0,Good,H,VS2,63.9,57.0,3819,6.32,6.26,4.02,159.04,4,5,5
1.02,Ideal,H,VS2,61.2,56.0,5312,6.53,6.48,3.98,168.41,1,5,5
0.9,Very Good,G,VS2,60.2,59.0,4503,6.22,6.28,3.76,146.87,3,4,5
0.7,Very Good,G,VS2,62.7,57.0,2507,5.65,5.7,3.56,114.65,3,4,5
1.04,Ideal,H,VS2,61.0,57.0,5189,6.56,6.53,3.99,170.92,1,5,5
1.01,Ideal,H,VS2,61.0,59.0,5238,6.51,6.47,3.96,166.79,1,5,5
0.93,Premium,I,VS2,62.7,61.0,4073,6.24,6.14,3.88,148.66,2,6,5
0.34,Good,H,VS2,63.7,57.0,689,4.44,4.42,2.82,55.34,4,5,5
0.7,Very Good,G,VS2,63.1,58.0,2302,5.69,5.66,3.58,115.3,3,4,5
1.32,Ideal,I,VS2,61.7,59.0,7059,7.03,7.06,4.35,215.9,1,6,5
0.41,Good,J,VS2,64.3,55.0,606,4.66,4.7,3.01,65.93,4,7,5
1.0,Ideal,J,VS2,61.9,54.0,4278,6.41,6.45,3.98,164.55,1,7,5
1.5,Good,J,VS2,63.6,58.0,7308,7.23,7.2,4.59,238.94,4,7,5
0.4,Ideal,H,VS2,61.8,54.5,764,4.74,4.77,2.94,66.47,1,5,5
0.3,Very Good,G,VS2,63.0,55.0,526,4.29,4.31,2.71,50.11,3,4,5
1.01,Good,H,VS2,63.1,59.0,5166,6.3,6.34,3.99,159.37,4,5,5
0.98,Premium,H,VS2,59.9,60.0,4623,6.45,6.38,3.84,158.02,2,5,5
1.0,Premium,H,VS2,58.9,56.0,4514,6.53,6.51,3.84,163.24,2,5,5
0.9,Good,G,VS2,64.0,59.0,3801,6.04,6.08,3.88,142.49,4,4,5
1.1,Ideal,G,VS2,61.9,57.0,7540,6.63,6.57,4.09,178.16,1,4,5
1.51,Good,J,VS2,63.7,59.0,7207,7.12,7.2,4.56,233.76,4,7,5
0.4,Ideal,H,VS2,61.6,57.0,800,4.71,4.74,2.91,64.97,1,5,5
1.2,Ideal,G,VS2,61.9,56.0,7548,6.86,6.81,4.23,197.61,1,4,5
0.3,Very Good,G,VS2,60.8,61.0,526,4.31,4.34,2.63,49.2,3,4,5
1.0,Premium,H,VS2,60.2,62.0,4514,6.46,6.43,3.88,161.17,2,5,5
1.0,Premium,H,VS2,58.4,60.0,4514,6.36,6.3,3.7,148.25,2,5,5
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57,135.02,2,5,5
0.3,Good,G,VS2,63.9,55.0,675,4.28,4.27,2.73,49.89,4,4,5
1.17,Ideal,G,VS2,62.0,56.0,7548,6.74,6.71,4.17,188.59,1,4,5
1.17,Ideal,G,VS2,61.3,56.0,7548,6.81,6.79,4.17,192.82,1,4,5
0.91,Good,J,VS2,64.2,58.0,2854,6.12,6.09,3.92,146.1,4,7,5
0.76,Ideal,H,VS2,62.7,57.0,2692,5.86,5.82,3.66,124.83,1,5,5
0.43,Very Good,G,VS2,62.9,56.0,863,4.77,4.8,3.01,68.92,3,4,5
0.9,Premium,H,VS2,60.0,59.0,3629,6.23,6.16,3.72,142.76,2,5,5
1.51,Very Good,I,VS2,63.1,56.0,8223,7.26,7.32,4.6,244.46,3,6,5
1.05,Ideal,J,VS2,62.3,56.0,4201,6.55,6.51,4.07,173.55,1,7,5
1.4,Very Good,G,VS2,62.2,61.0,10378,7.09,7.13,4.42,223.44,3,4,5
1.23,Premium,H,VS2,62.9,57.0,7089,6.84,6.77,4.28,198.19,2,5,5
1.0,Premium,H,VS2,61.9,61.0,4536,6.37,6.23,3.9,154.77,2,5,5
2.43,Premium,J,VS2,62.2,57.0,18692,8.63,8.54,5.34,393.56,2,7,5
0.96,Premium,H,VS2,61.7,55.0,4529,6.36,6.31,3.91,156.91,2,5,5
0.38,Ideal,G,VS2,61.5,57.0,840,4.66,4.68,2.87,62.59,1,4,5
0.94,Premium,H,VS2,60.1,59.0,4629,6.32,6.35,3.81,152.9,2,5,5
0.32,Ideal,G,VS2,62.1,55.0,673,4.36,4.39,2.71,51.87,1,4,5
1.02,Very Good,H,VS2,62.5,56.0,5217,6.42,6.45,4.02,166.46,3,5,5
0.3,Ideal,G,VS2,61.3,56.0,675,4.33,4.28,2.64,48.93,1,4,5
1.16,Ideal,G,VS2,61.7,57.0,7243,6.8,6.72,4.17,190.55,1,4,5
0.32,Ideal,G,VS2,62.1,56.0,672,4.4,4.36,2.72,52.18,1,4,5
1.5,Good,J,VS2,59.6,60.0,7368,7.31,7.38,4.38,236.29,4,7,5
0.33,Good,H,VS2,63.8,55.0,668,4.44,4.4,2.82,55.09,4,5,5
0.46,Ideal,H,VS2,62.2,54.0,1083,4.95,4.97,3.09,76.02,1,5,5
0.32,Ideal,G,VS2,62.4,55.0,672,4.39,4.36,2.73,52.25,1,4,5
1.51,Ideal,H,VS2,62.6,57.0,10685,7.37,7.33,4.6,248.5,1,5,5
1.03,Ideal,J,VS2,61.6,57.0,4283,6.52,6.47,4.0,168.74,1,7,5
1.51,Very Good,H,VS2,60.9,54.0,11077,7.38,7.41,4.5,246.09,3,5,5
2.02,Very Good,H,VS2,62.7,58.0,18398,7.96,8.01,5.01,319.44,3,5,5
1.51,Very Good,H,VS2,62.8,60.0,11166,7.25,7.28,4.56,240.68,3,5,5
1.01,Ideal,H,VS2,62.7,56.0,5260,6.4,6.35,4.0,162.56,1,5,5
2.05,Very Good,H,VS2,61.8,60.0,18152,8.14,8.19,5.05,336.67,3,5,5
0.7,Ideal,I,VS2,62.2,55.0,2154,5.69,5.73,3.55,115.74,1,6,5
1.01,Fair,J,VS2,65.8,55.0,3190,6.29,6.24,4.12,161.71,5,7,5
1.33,Very Good,J,VS2,63.9,57.0,5913,6.91,6.96,4.43,213.05,3,7,5
0.32,Ideal,G,VS2,62.0,57.0,672,4.41,4.37,2.72,52.42,1,4,5
1.06,Ideal,G,VS2,62.3,56.0,7255,6.49,6.54,4.06,172.33,1,4,5
1.53,Very Good,H,VS2,62.2,58.0,11178,7.3,7.34,4.55,243.8,3,5,5
1.24,Ideal,I,VS2,62.0,55.0,6076,6.9,6.87,4.27,202.41,1,6,5
0.32,Very Good,H,VS2,63.1,55.0,648,4.36,4.33,2.74,51.73,3,5,5
0.53,Very Good,J,VS2,62.9,58.0,1114,5.16,5.18,3.25,86.87,3,7,5
